AdjustedWkt,Description
POINT (80.215777777777774 72.66758611111112),"COASTAL WARNING WEST 54/25 KARA SEA. YENISEY BAY. CHARTS RUS 11127, 12321, 12322, 12327, 13347, 15378, 15379, 15380. 1. CANCELLED RECOMMENDED ROUTE 172.0-352.0 DEGREES BETWEEN 73-29-33.0N 079-47-51.3E AND 72-40-02.9N 080-12-57.6E. 2. ESTABLISHED DEEPWATER ROUTE WIDTH 2000 METRES EACH SIDE 1000 METRES CENTRE LINE 171.6-351.6 DEGREES BETWEEN 73-29-32.90N 079-47-50.73E AND 73-05-00.00N 080-00-26.65E MINIMUM DEPTH 22 METRES. 3. ESTABLISHED DEEPWATER ROUTE WIDTH 2000 METRES 1000 METRES EACH SIDE CENTRE LINE 171.6-351.6 DEGREES BETWEEN 73-05-00.00N 080-00-26.65E AND 72-55-57.90N 080-05-00.40E MINIMUM DEPTH 18.4 METRES. 4. ESTABLISHED DEEPWATER ROUTE WIDTH 2000 METRES 1000 METRES EACH SIDE CENTRE LINE 171.6-351.6 DEGREES BETWEEN 72-55-57.90N 080-05-00.40E AND 72-40-03.31N 080-12-56.80E MINIMUM DEPTH 14.8 METRES. WGS84 DATUM.= NNNN"
POINT (81.0856361111111 72.305180555555552),"COASTAL WARNING WEST 53/25 KARA SEA YENISEYSKIY ZALIV. CHARTS RUS 13347, 13348, 15381, 18381. FOUND LEAST DEPTHS: 1.LEADING LINE MOSKVA 13.6 METRES 72-18-18.65N 081-05-08.29E. 2.LEADING LINE BOLSHOY KORSAKOVSKIY 11.9 METRES 72-13-30.62N 081-20-28.99E. WGS 84 DATUM .= NNNN"
POINT (81.3413861111111 72.225172222222227),"COASTAL WARNING WEST 53/25 KARA SEA YENISEYSKIY ZALIV. CHARTS RUS 13347, 13348, 15381, 18381. FOUND LEAST DEPTHS: 1.LEADING LINE MOSKVA 13.6 METRES 72-18-18.65N 081-05-08.29E. 2.LEADING LINE BOLSHOY KORSAKOVSKIY 11.9 METRES 72-13-30.62N 081-20-28.99E. WGS 84 DATUM .= NNNN"
POINT (72.06516666666667 71.282972222222227),COASTAL WARNING WEST 47/25 KARA SEA. OBSKAYA GUBA. CHART RUS 13331. BOOK 2111. REGULAR ARRANGEMENT OF BUOYS CHANGED TO: A. STARBOARD HAND BUOY NR 15 (1061.6) 71-16-58.7N 072-03-54.6E. B. STARBOARD HAND BUOY NR 13 (1061.7) 71-16-56.5N 072-04-21.3E. C. STARBOARD HAND BUOY NR 11 (1061.8) 71-16-53.3N 072-05-00.7E. WGS-84 DATUM.= NNNN
POINT (72.072583333333327 71.282361111111115),COASTAL WARNING WEST 47/25 KARA SEA. OBSKAYA GUBA. CHART RUS 13331. BOOK 2111. REGULAR ARRANGEMENT OF BUOYS CHANGED TO: A. STARBOARD HAND BUOY NR 15 (1061.6) 71-16-58.7N 072-03-54.6E. B. STARBOARD HAND BUOY NR 13 (1061.7) 71-16-56.5N 072-04-21.3E. C. STARBOARD HAND BUOY NR 11 (1061.8) 71-16-53.3N 072-05-00.7E. WGS-84 DATUM.= NNNN
POINT (72.083527777777775 71.28147222222222),COASTAL WARNING WEST 47/25 KARA SEA. OBSKAYA GUBA. CHART RUS 13331. BOOK 2111. REGULAR ARRANGEMENT OF BUOYS CHANGED TO: A. STARBOARD HAND BUOY NR 15 (1061.6) 71-16-58.7N 072-03-54.6E. B. STARBOARD HAND BUOY NR 13 (1061.7) 71-16-56.5N 072-04-21.3E. C. STARBOARD HAND BUOY NR 11 (1061.8) 71-16-53.3N 072-05-00.7E. WGS-84 DATUM.= NNNN
"POLYGON ((85 69.791666666666671, 85 69.75, 85.25 69.75, 85.25 69.791666666666671, 85 69.791666666666671))","COASTAL WARNING WEST 42/25 KARA SEA. REKA YENISEY. CHART RUS 15391. 1. UNDERWATER-TECHNICAL WORKS 20 JUN TO 30 OCT IN AREA: 69-45.0N 085-00.0E, 69-47.5N 085-00.0E, 69-47.5N 085-15.0E, 69-45.0N 085-15.0E. ALL VESSELS CAUTION ADVISED. WGS-84 DATUM. 2. CANCEL THIS MSG 31 OCT 25.= NNNN"
POINT (39.773333333333333 64.575833333333335),COASTAL WARNING WEST ARKHANGELSK 59 CHART 16004 DVINSKY BAY 1. ARTILLERY FIRING ON JULY 29 AND 30 FROM 0700 TO 1000 IN A RESTRICTED AREA FOR NAVIGATION  64-34.55N 039-46.40E  64-32.75N 039-34.60E  64-38.50N 039-37.80E  64-39.95N 039-42.20E  2. CANCEL THIS NR 301100 JULY= 251000 MSK HS- NNNN
POINT (39.576666666666668 64.545833333333334),COASTAL WARNING WEST ARKHANGELSK 59 CHART 16004 DVINSKY BAY 1. ARTILLERY FIRING ON JULY 29 AND 30 FROM 0700 TO 1000 IN A RESTRICTED AREA FOR NAVIGATION  64-34.55N 039-46.40E  64-32.75N 039-34.60E  64-38.50N 039-37.80E  64-39.95N 039-42.20E  2. CANCEL THIS NR 301100 JULY= 251000 MSK HS- NNNN
POINT (39.63 64.641666666666666),COASTAL WARNING WEST ARKHANGELSK 59 CHART 16004 DVINSKY BAY 1. ARTILLERY FIRING ON JULY 29 AND 30 FROM 0700 TO 1000 IN A RESTRICTED AREA FOR NAVIGATION  64-34.55N 039-46.40E  64-32.75N 039-34.60E  64-38.50N 039-37.80E  64-39.95N 039-42.20E  2. CANCEL THIS NR 301100 JULY= 251000 MSK HS- NNNN
POINT (39.703333333333333 64.665833333333339),COASTAL WARNING WEST ARKHANGELSK 59 CHART 16004 DVINSKY BAY 1. ARTILLERY FIRING ON JULY 29 AND 30 FROM 0700 TO 1000 IN A RESTRICTED AREA FOR NAVIGATION  64-34.55N 039-46.40E  64-32.75N 039-34.60E  64-38.50N 039-37.80E  64-39.95N 039-42.20E  2. CANCEL THIS NR 301100 JULY= 251000 MSK HS- NNNN
POINT (40.497722222222222 64.556222222222218),COASTAL WARNING WEST ARKHANGELSK 58 CHART 19030 PORT ARKHANGELSK LIGHTED BUOY NR 20A PORT SIDE DEPLOYED AT  64-33-22.4N 040-29-51.8E= 221100 MSK GS- NNNN
POINT (43.973916666666668 66.174722222222229),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.039194444444441 66.083027777777772),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.084250000000004 66.07374999999999),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.088944444444444 66.05727777777777),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.084250000000004 66.053972222222214),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.046194444444446 66.033),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.040388888888884 66.021722222222223),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.043749999999996 66.0128611111111),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.048416666666668 66.009416666666667),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.052277777777775 66.006944444444443),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.045861111111108 65.99633333333334),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.046722222222222 65.988472222222228),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.04875 65.967388888888891),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.056194444444444 65.9625),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
POINT (44.067583333333339 65.959222222222223),COASTAL WARNING WEST ARKHANGELSK 52  CHART 16024   PORT MEZEN   VIRTUAL NAVIGATION AIDS IMPLEMENTED   1. AXIS  66-10-29.0N  043-58-26.1E   2. LEFT SIDE NR 2 66-04-58.9N 044-02-21.1E   3. RIGHT SIDE NR 1 66-04-25.5N 044-05-03.3E   4. RIGHT SIDE NR 3 66-03-26.2N 044-05-20.2E   5. LEFT SIDE NR 4 66-03-14.3N 044-05-03.3E   6. LEFT SIDE NR 6 66-01-58.8N 044-02-46.3E   7. LEFT SIDE NR 8 66-01-18.2N 044-02-25.4E   8. LEFT SIDE NR 10 66-00-46.3N 044-02-37.5E   9. RIGHT SIDE NR 5 66-00-33.9N 044-02-54.3E   10. RIGHT SIDE NR 7 66-00-25.0N 044-03-08.2E   11. LEFT SIDE NR 12 65-59-46.8N 044-02-45.1E   12. LEFT SIDE NR 14 65-59-18.5N 044-02-48.2E   13. LEFT SIDE NR 16 65-58-02.6N 044-02-55.5E   14. LEFT SIDE NR 18 65-57-45.0N 044-03-22.3E   15. LEFT SIDE NR 20 65-57-33.2N 044-04-03.3E   16. RIGHT SIDE NR 9 65-57-15.6N 044-05-30.7E   17. RIGHT SIDE NR 11 65-56-55.0N 044-06-33.5E   18. RIGHT SIDE NR 13 65-56-35.1N 044-07-30.5E=   021530 MSK HS-   NNNN
